,3.9045254916937178
ballisticthe,3.0
ballnow,2.0
ballparkyou,5.0
bam,4.666666666666667
bamboo,5.0
banana,3.5
bananas,5.0
band,3.63953488372093
bandanaput,5.0
bandcons,4.0
bandif,4.0
bands,4.285714285714286
bandtop,4.0
bandwagon,4.0
bandwidth,3.0
bandwidthsaving,5.0
bandwidththe,3.0
bang,4.5625
banged,4.0
banging,4.75
bangs,1.0
bank,4.25
banking,4.0
banks,5.0
bankthe,4.0
baox,5.0
bar,4.3561643835616435
barbeque,5.0
barcelona,5.0
barcode,1.0
barcoded,5.0
barcodes,5.0
bare,4.125
bareable3,5.0
barebones,2.0
barely,3.354330708661417
bargain,4.102564102564102
bargaincaution,4.0
bargaincell,5.0
bargainnote,5.0
bargainthe,4.0
bargainthis,4.0
barge,5.0
bargin,4.5
barjabra,5.0
barking,4.0
barkleys,4.0
barks,5.0
barley,4.0
barn,5.0
barons,5.0
barrage,4.5
barrel,3.8076923076923075
barrelscrew,4.0
barrier,4.0
barriers,5.0
barring,4.5
barrow,1.0
barrrel,2.0
bars,4.07185628742515
bars4,5.0
barsi,2.0
barsmy,3.0
barsthe,4.5
bartender,5.0
bartyped,5.0
base,3.7285714285714286
base3,5.0
baseball,3.0
based,3.9107142857142856
basehighly,5.0
baseis,4.0
baseline,2.0
basement,4.2
basementat,5.0
basementbuild,4.0
basementit,5.0
baseon,3.0
baseor,4.0
basepower,4.0
basesnits,4.0
basewhich,3.0
bash,5.0
basher,3.0
bashing,4.0
basic,3.8173076923076925
basically,3.5619047619047617
basicill,4.0
basics,3.9166666666666665
basis,3.8
basket,4.8
basketball,5.0
bass,4.0
bassaddendum,3.0
bassano,5.0
basset,5.0
basshead,5.0
bassheads,4.0
bassheavy,4.5
bassi,3.0
basspairing,5.0
basssummarythis,3.0
basswill,5.0
bassy,4.333333333333333
bastante,5.0
bat,5.0
bata,5.0
batand,5.0
batch,4.0
batches,5.0
bated,5.0
bateria,1.4
batext,5.0
bath,5.0
bathroom,3.7
bathroomi,4.0
bathtub,2.0
batman,5.0
batt,4.0
batter,3.9444444444444446
batterie,4.5
batteries,4.185483870967742
batteries2,5.0
batteries4less,1.0
batteries4lessamazon,1.0
batteriesi,3.4
batteriesif,5.0
batteriesnote,5.0
batteriesone,5.0
batteriesoverall,5.0
batteriespairing,4.0
batteriesthe,5.0
batteriestheses,1.0
batteriesthis,5.0
batterry,5.0
batters,4.0
battery,4.140545144804088
battery3,2.0
battery34,5.0
batterybuitin,4.0
batterycase,4.0
batterycharging,4.0
batterydo,2.0
batterydurability,4.0
batteryedit,4.0
batteryfor,5.0
batteryi,5.0
batteryim,5.0
batteryinacase,4.0
batteryinstead,1.0
batteryinternet,5.0
batteryis,4.0
batteryit,5.0
batteryive,5.0
batteryled,5.0
batterylevel,3.0
batterylight,5.0
batteryminisd,4.0
batterynowmy,5.0
batteryothers,3.0
batteryoverall,3.0
batterypackaging,5.0
batterypower,5.0
batterypowered,4.666666666666667
batterypros,5.0
batteryprosthe,4.0
batteryprosvery,4.0
batterys,3.9166666666666665
batterysi,1.0
batterysimple,4.0
batterysome,5.0
batterysucking,4.0
batterysuperb,5.0
batterythe,3.7142857142857144
batterythis,5.0
batteryuniversity,5.0
batteryupdate,1.0
batteryyou,4.5
batthery,4.0
batting,3.0
battle,4.333333333333333
battleship,4.0
battor,5.0
battry,3.0
baught,5.0
bay,3.8333333333333335
bazillion,4.0
bb,4.317829457364341
bb903,4.0
bbbold,1.0
bberries,5.0
bberriesor,5.0
bberry,5.0
bberrycoming,5.0
bbry,3.6666666666666665
bbs,4.25
bbuy,3.0
bc,2.8947368421052633
bconvience,4.0
be,3.9223300970873787
be2,4.0
be3,5.0
be34,4.0
beacause,5.0
beach,4.333333333333333
beachhere,4.0
beachthe,4.0
beacon,4.5
beam,5.0
beamed,5.0
beamscons1uncomfortableoh,2.0
bean,5.0
beanbag,5.0
bear,4.0
bearable,3.6666666666666665
beard,3.75
bearded,5.0
bearing,4.0
bears,5.0
beas,5.0
beast,4.0
beasts,5.0
beat,4.496598639455782
beaten,4.0
beathighly,5.0
beatif,3.0
beating,4.636363636363637
beats,4.357142857142857
beatup,5.0
beautiful,4.03921568627451
beautifull,1.0
beautifully,4.363636363636363
beautifullyi,5.0
beautifullythe,5.0
beautifullythis,5.0
beautifulthis,5.0
beauty,4.0
bebut,4.0
bec,4.0
became,3.510204081632653
becameone,3.0
becase,5.0
becasue,4.666666666666667
because,3.8166479190101237
becauseof,5.0
becausethis,1.0
become,3.9404761904761907
becomes,3.744186046511628
becoming,4.071428571428571
becons,4.0
becuase,3.0
bed,4.5
bedcons,5.0
bedroom,4.576923076923077
bedroomif,5.0
bedrooms,4.5
bedroomthe,5.0
bedside,4.823529411764706
bedstand,1.0
beef,3.142857142857143
beefed,5.0
beefier,5.0
beefy,5.0
been,4.090988626421697
beenthe,5.0
beenthis,3.0
beep,3.6129032258064515
beeped,4.0
beeping,3.727272727272727
beepinstructionsthe,4.0
beeps,3.3076923076923075
beepshs850,5.0
beepsplantronics,5.0
beeptone,1.0
bees,5.0
beethoven,4.0
befirst,4.0
befor,5.0
before,3.926863572433193
beforeafter,2.0
beforebecause,4.0
beforehand,2.0
beforehandvoice,4.0
beforei,3.0
beforemaximum,4.0
beforethe,3.0
befouled,5.0
began,3.317073170731707
begged,2.0
begging,4.0
begin,3.757575757575758
begine,1.0
beging,4.0
begini,1.0
begining,4.0
beginner,5.0
beginning,4.0
beginningmaking,5.0
begins,3.6
beginwell,5.0
begreat,5.0
begun,4.0
behalfover,4.0
behave,4.5
behaves,1.0
behaving,3.75
behavior,3.0
behaviorif,1.0
behemoth,5.0
behind,3.7384615384615385
behindincidentally,4.0
behindoverall,4.0
behindtheear,4.0
behindthehead,2.0
behindwhile,5.0
behing,3.0
behold,3.8333333333333335
bei,3.5
beige,2.0
bein,5.0
being,4.025083612040134
beingi,2.0
beings,2.0
beinitial,4.0
bejeesus,5.0
bejeweled,4.0
belastly,4.0
beleive,3.4
belief,2.5
belies,5.0
believe,3.830601092896175
believed,3.5
believeit,4.0
believenoise,4.0
believer,3.25
believestill,4.0
believing,4.5
belkin,3.933333333333333
belkins,1.5
belkinthe,5.0
bell,3.5
bells,4.388888888888889
bellsand,5.0
belltwo,5.0
belong,4.0
belongings,3.5
belongs,3.6
belongthe,1.0
beloved,3.5
below,3.835616438356164
below1,3.0
belowaverage,4.0
belowconsif,5.0
belowlightweight,5.0
belownoice,4.0
belowunbundled,3.0
belt,4.045112781954887
beltcarry,3.5
beltclip,4.571428571428571
beltloops,5.0
belts,4.444444444444445
beltthis,4.0
beltupdate,5.0
beltwaistband,3.0
ben,5.0
bench,4.0
benchall,5.0
benchmark,4.0
benchmarks,1.0
bend,3.7333333333333334
bendable,4.2
bended,1.0
bending,3.55
bendingsecondly,1.0
bendresistant,4.0
bends,4.0
bendy,1.0
beneath,4.666666666666667
beneficial,4.666666666666667
benefit,3.8518518518518516
benefits,4.0
benefits1,5.0
benefitsthe,5.0
benefitthe,5.0
benifet,5.0
benign,4.5
benot,5.0
bent,3.5
benz,4.0
benzobvious,4.0
berceuse,5.0
berkeley,5.0
berries,5.0
berry,5.0
beside,4.0
besides,3.7666666666666666
besidesits,5.0
best,4.367631296891747
best2,5.0
best3,4.0
bestbuy,2.857142857142857
bestfit,4.0
besthere,2.0
bestit,4.0
bestno,5.0
bestofbreed,5.0
bestright,5.0
bestseeming,5.0
bestseller,4.5
bestthe,4.0
bet,4.222222222222222
beta,3.875
bethis,4.0
bethope,5.0
bets,4.0
betshappy,1.0
bette,5.0
better,3.8357908847184987
better2,5.0
better3,3.0
better4,4.0
bettera,4.0
betterattachmentsthis,4.0
betterboth,5.0
betterbut,5.0
bettercamerathe,4.0
bettercant,5.0
betterconstructed,3.0
bettercontentsyou,5.0
betterdate,1.0
betterfirst,3.0
betterfor,5.0
betteri,4.5
betterin,3.0
betterit,5.0
betterits,4.0
betterive,1.0
betterjust,4.0
betterlearning,4.0
betterlooking,4.0
betterlove,2.0
bettermore,4.0
bettermy,5.0
betterno,4.0
betternot,3.5
bettero,4.0
betterok,4.0
betteron,5.0
betteroverall,4.0
betterplug,3.0
bettersorry,4.0
bettersound,5.0
betterspend,1.0
betterthe,3.8333333333333335
betterthis,4.0
betteru,5.0
betterupdate,1.0
betteruser,5.0
betterwhen,3.5
betterwhether,5.0
bettery,4.0
betteryou,5.0
betting,3.0
between,3.9726775956284155
bevel,4.0
beveled,5.0
beveltip,5.0
bevy,5.0
beware,2.9302325581395348
bewarenote,1.0
bewarethe,3.0
bewarrentrinidad,4.0
beween,3.0
bewhen,1.0
bewildering,5.0
beyond,3.642857142857143
beyzacases,5.0
bezel,4.684210526315789
bezeli,5.0
bezzel,5.0
bf,5.0
bf4,3.0
bfroken,5.0
bful,5.0
bg,4.0
bh503,3.0
bh505,3.0
bh6x,1.0
bh800,4.0
bh900,5.0
bhasat,4.0
bias,5.0
bible,5.0
biblesized,5.0
bic,5.0
biceps,3.0
bicycle,5.0
bid,4.0
bien,3.0
big,3.9489795918367347
bigandclunkylooking,5.0
bigger,4.033707865168539
biggerhole,5.0
biggerthe,4.0
biggest,3.675324675324675
biggie,4.166666666666667
biggiebut,3.0
biggiei,5.0
bighorn,4.0
bigi,3.0
bigtime,1.0
bike,4.434782608695652
biker,3.0
bikers,5.0
bikes,4.0
biking,4.0
bill,4.377358490566038
bill3speaker,5.0
billed,4.5
billiant,4.0
billiards,5.0
billing,3.5
billion,3.0
bills,4.166666666666667
billslarry,5.0
bin,3.4
binaural,5.0
bind,4.0
binding,3.6666666666666665
bingo,4.666666666666667
bionic,3.8333333333333335
bios,1.0
bird,4.5
birth,4.0
birthday,4.333333333333333
birthdays,4.0
bishop,5.0
bit,4.0181818181818185
bitcomes,5.0
bite,2.3333333333333335
bites,4.0
bithowever,4.0
bitive,5.0
bitother,4.0
bitoverall,4.0
bitpairing,4.0
bitpim,4.0
bitrate,4.0
bitrates,4.5
bits,4.0
bitten,5.0
bitthe,5.0
bitty,4.5
biz,1.0
bizarre,3.0
bl4l,5.0
bl5c,3.0
bl5cs,1.0
blacberry,4.0
black,4.118773946360153
black2,3.0
blackaliph,5.0
blackand,4.0
blackbecauseit,1.0
blackberries,4.3478260869565215
blackberry,4.277486910994765
blackberryalmost,4.0
blackberryalso,3.0
blackberrybut,5.0
blackberryi,5.0
blackberryiphone,5.0
blackberryiphonesamsung,2.0
blackberryplease,5.0
blackberryreluctantly,4.0
blackberryrightthe,2.0
blackberrys,4.590909090909091
blackberrysuggestion,5.0
blackberrythe,5.0
blackcase,3.0
blackclear,4.0
blackconclusionsi,3.0
blackcons1,3.0
blackdash,5.0
blackever,3.0
blackfor,4.0
blackgood,5.0
blackhttpwwwamazoncomgpproductb003nq5nwirefcmcrrypprdttlhst38its,2.0
blacki,4.0
blackimpact,4.0
blackimproved,5.0
blackis,5.0
blackjabra,5.0
blackjack,3.611111111111111
blackjustmobile,4.0
blacklike,5.0
blackmail,2.0
blackmp3,5.0
blackone,4.0
blackor,3.0
blackout,4.857142857142857
blackover,4.0
blackpinkandgold,4.0
blackretail,3.5
blacks,3.5
blacksilver,4.0
blacksilverdid,5.0
blacksince,5.0
blackthe,3.0
blackthis,4.0
blackto,4.0
blackwhich,3.5
blackwhite,5.0
blackyellow,4.666666666666667
blackyou,2.0
blade,3.6363636363636362
blades,4.428571428571429
bladesback,3.0
bladetech,5.0
blah,4.6
blakey,4.0
blame,3.7333333333333334
blamed,2.3333333333333335
blaming,4.5
blank,3.25
blanked,1.0
blanket,5.0
blanking,4.0
blanks,4.0
blaring,3.857142857142857
blaringdecent,4.0
blasphemy,5.0
blast,3.8181818181818183
blasted,4.0
blasteddepending,4.0
blaster35mm,5.0
blasting,4.25
blatant,4.0
blathering,5.0
blaze,4.0
blazing,5.0
bldgs,5.0
bleed,3.5
bleeding,4.0
blemish,5.0
blemishes,3.5
blend,4.0
blender,5.0
blenders,5.0
blenderthis,5.0
blending,4.0
blends,4.0
blendtec,5.0
bless,5.0
blessing,4.0
blessings,5.0
blew,3.4444444444444446
blimmpppp,5.0
blind,3.7142857142857144
blindedit,4.0
blindfolded,5.0
blinding,4.0
blinds,5.0
bling,3.2
blink,4.5
blinker,5.0
blinking,3.9318181818181817
blinkingflashingglowing,4.0
blinks,3.7142857142857144
blinky,5.0
blinkyblinky,1.0
blissfully,5.0
blister,1.6666666666666667
blistery,5.0
blizzards,5.0
bloated,5.0
bloatware,5.0
blob,1.0
blobs,5.0
block,4.0508474576271185
blockage,3.0
blockbreaker,5.0
blocked,3.8333333333333335
blocking,4.2
blocks,4.5
blocky,4.0
blog,5.0
bloggers,1.0
blogs,2.5
blood,5.0
bloody,3.0
bloop,5.0
blooth,5.0
bloue,5.0
blow,4.136363636363637
blowing,3.6363636363636362
blown,3.6363636363636362
blows,4.818181818181818
blt04,3.0
blu,5.0
blue,4.252
blueant,3.9270833333333335
blueants,4.142857142857143
blueantst3apr,3.0
blueanyway,5.0
bluebuds,5.0
bluefox,2.0
bluegreen,4.0
blueish,3.0
bluelight,5.0
blueooth,4.0
blueparrot,4.166666666666667
blueparrott,3.6666666666666665
blueparrottthis,5.0
bluesoleil,5.0
bluespoon,3.0
bluethooth,4.75
bluetooh,4.833333333333333
bluetooth,3.9876670092497433
bluetooth3,3.5
bluetooth8221,5.0
bluetoothandmotorola,5.0
bluetoothare,4.0
bluetoothbluetooth,5.0
bluetoothcamera,2.0
bluetoothcapable,3.0
bluetoothenable,5.0
bluetoothenabled,4.5
bluetoothey,4.0
bluetoothgee,5.0
bluetoothgreat,4.0
bluetoothi,4.5
bluetoothin,4.0
bluetoothit,4.0
bluetoothive,1.0
bluetoothno,5.0
bluetootho,4.0
bluetoothplantronics,2.0
bluetooths,4.0
bluetoothsi,4.0
bluetoothsoft,4.0
bluetoothsoverall,5.0
bluetootht,4.0
bluetooththe,3.5
bluetoothto,5.0
bluetoothvolumn,5.0
bluetoothwe,1.0
bluetoothwifi,5.0
bluetoothwireless,3.0
bluetouch,5.0
bluetrek,2.75
bluetreks,4.0
bluettoth,4.0
bluish,4.0
bluishgreen,4.0
bluishgrey,4.0
blunder,4.0
blunt,5.0
blur,5.0
bluray,2.5
blurred,2.0
blurring,3.0
blurringstuttering,1.0
blurry,3.4
blurtooth,4.0
blutetooth,4.0
blutooth,3.888888888888889
bmw,4.166666666666667
bmws,4.0
bmx,4.0
board,3.764705882352941
boards,3.6
boardthis,3.0
boast,4.5
boasts,4.0
boat,4.571428571428571
boatload,5.0
bob,4.75
bodies,5.0
bodily,5.0
body,3.9468085106382977
body4,4.0
bodyanother,1.0
bodymade,5.0
bodypairs,2.0
bodys,4.0
bodysuit,4.5
bogbox,5.0
boho,1.0
bohotronics,5.0
boiled,4.0
boiling,4.0
bold,4.385416666666667
boldas,5.0
boldill,4.0
boldlike,4.0
boldly,3.0
bolds,5.0
boldstormtourtorch,5.0
boldthe,3.5
boldthen,4.0
boldwifi,4.0
bolo,5.0
bolt,3.5
bomb,4.857142857142857
bombproof,3.0
bond,4.0
bonded,2.0
bonding,4.0
bonds,4.0
bone,4.2
boneheaded,3.0
boneor,5.0
bones,4.0
bonito,5.0
bonus,4.586956521739131
bonuscons1,4.0
bonuses,5.0
bonusif,5.0
bonuspeace,5.0
book,4.088709677419355
bookand,5.0
bookbag,3.0
bookbook,5.0
bookbut,4.0
booki,4.5
bookin,2.0
booklet,4.0
booklet2,4.0
booklet3,4.0
bookletpros,5.0
bookmarks,3.0
bookmarksuse,5.0
bookquad,4.0
books,3.7142857142857144
bookshelf,3.0
bookthe,5.0
bookvery,5.0
bookyou,4.0
boom,3.8951612903225805
boom2,2.0
boombox,3.0
boomerang,1.0
booming,4.0
boommicrophone,5.0
boomy,4.0
boon,4.0
boondocks,5.0
booo,5.0
boost,3.7868852459016393
boosted,4.5
booster,4.223776223776224
boosterand,5.0
boosterit,5.0
boosters,3.909090909090909
boosterthe,5.0
boosterwith,5.0
boosting,3.2
boostoverall,4.0
boosts,4.75
boot,3.6875
bootas,5.0
bootc030800rmpap,1.0
bootentering,4.0
bootif,5.0
bootleg,5.0
bootloader,1.0
boots,2.75
bootthere,5.0
border,3.5
borderline,3.0
bored,1.0
boredom,5.0
borg,4.25
borgbluetooth,3.0
boring,4.4
boringi,1.0
boroughs,5.0
borrow,4.4
borrowed,5.0
borrowing,5.0
bose,3.652173913043478
boss,4.375
boston,3.6666666666666665
bot,4.0
botched,3.0
both,4.091988130563799
botha,2.0
bothas,5.0
bothbuttonsa,4.0
bother,3.8876404494382024
bothered,4.0
botheri,1.0
bothering,2.5714285714285716
bothers,4.555555555555555
bothersome,5.0
bothersomegreat,5.0
bothi,4.0
boththe,5.0
boththis,5.0
bottle,5.0
bottleneck,5.0
bottom,3.6693548387096775
bottomblack,3.0
bottomless,5.0
bottomline,3.5
bottomo,4.0
bottomoftheline,3.0
botton,2.5
bough,5.0
bought,3.925587467362924
boughtand,3.0
boughten,5.0
boughtit,2.0
boughtupdate,5.0
bougth,1.0
bounce,4.3076923076923075
bounced,4.666666666666667
bounces,3.4
bouncing,4.0
bound,3.8333333333333335
boundless,4.0
bounds,2.0
bout,4.375
bow,4.0
bowed,1.0
bowl,5.0
bowlsvases,3.0
bows,3.0
box,3.878787878787879
boxan,5.0
boxbuild,3.0
boxcall,4.0
boxcase,4.0
boxcharges,5.0
boxed,2.5
boxes,3.764705882352941
boxesthis,5.0
boxfinal,5.0
boxhere,2.0
boxing,1.0
boxmenusi,4.0
boxsecond,4.0
boxthe,3.4
boxwave,4.0
boxwavei,4.0
boxwavenegating,5.0
boxwaves,5.0
boxwaveupdateafter,2.0
boxy,2.3333333333333335
boy,3.6666666666666665
boy2,2.0
boycotting,1.5
boyfriend,4.7272727272727275
boyfriends,3.5
boys,4.666666666666667
boysince,5.0
br50,3.0
br56,1.0
brace,1.0
bracing,4.0
bracket,3.4615384615384617
bracketron,3.857142857142857
brackets,4.0
bradley,3.0
bragging,1.0
braided,5.0
braille,4.0
brain,4.142857142857143
brainbox,5.0
brainbusting,4.0
brainer,4.888888888888889
brainerthings,5.0
brainstorming,3.0
brake,2.8
brakes,4.0
braking,5.0
branch,4.0
branched,4.0
brand,4.052132701421801
brandalso,5.0
brandconso,4.0
branded,3.966666666666667
brandfirst,5.0
brandi,3.0
branding,4.0
brandname,5.0
brandnew,5.0
brandnewish,4.0
brands,4.254545454545455
brands2,5.0
brands4,4.0
brandsbasically,4.0
brandsbt,5.0
brandworks,5.0
brandx,4.0
brassy,4.0
brave,5.0
bravia,5.0
bravo,4.5
break,3.7282051282051283
break3,5.0
breakable,5.0
breakage,4.0
breakagethe,4.0
breakdown,4.0
breaker,3.7222222222222223
breaker4,3.0
breakerbut,5.0
breakfall,4.0
breakfast,5.0
breaki,2.5
breakin,3.0
breaking,3.523076923076923
breakingclose,1.0
breakingi,4.0
breakingsolution,4.0
breakingthat,4.0
breaklose,5.0
breaks,4.0
breaksi,4.0
breaksthough,5.0
breakthe,5.0
breakthere,4.0
breakthrough,5.0
breakup,4.666666666666667
breakupthere,5.0
breast,3.0
breath,3.75
breathe,5.0
breathed,3.0
breathing,4.166666666666667
breathless,1.0
breathtaking,4.0
breeching,5.0
breed,4.5
breedi,5.0
breeze,4.184210526315789
breezea,4.0
breezei,4.0
breezeone,5.0
breezes,2.0
breezesound,4.0
breezy,3.0
brek,1.0
brew,4.5
brick,3.814814814814815
brickandmortar,4.5
bricklike,5.0
bricks,4.666666666666667
bridge,4.0
bridging,2.0
brief,3.875
briefcase,4.416666666666667
briefly,3.272727272727273
brieflythis,5.0
briefother,2.0
brigher,4.0
bright,4.111111111111111
bright5,4.0
brightafter,3.0
brighten,5.0
brighter,4.217391304347826
brighterswitching,4.0
brightest,4.0
brightfeatures,3.0
brightif,5.0
brightly,3.5
brightness,4.206896551724138
brightnesscolors,4.0
brilliant,4.6
bring,4.195652173913044
bringing,4.833333333333333
brings,4.2
brisk,3.0
britelink,5.0
british,5.0
brittany,4.0
brittle,2.375
bro,5.0
broacasts,4.0
broad,3.2
broadband,4.714285714285714
broadcast,4.214285714285714
broadcasting,3.6666666666666665
broadcastmost,5.0
broadcasts,4.2
broadcomhp,4.0
brochure,3.0
broher,4.0
broke,3.0278884462151394
brokei,2.0
brokem,4.0
broken,3.2100840336134455
brokenit,3.0
brokenthe,4.0
broker,2.0
bronx,5.0
brooklyn,5.0
brother,4.2368421052631575
brotherinlaw,5.0
brothers,3.4
brought,4.111111111111111
brouhaha,4.0
brown,3.5
browse,4.0
browsed,4.2
browseemail,3.0
browser,3.960526315789474
browser3,5.0
browseraol,5.0
browsernot,5.0
browsers,4.4
browsers7,3.0
browsersthe,5.0
browserthe,3.0
browsertype,4.0
browservideos,5.0
browses,2.0
browsing,3.82
browsingcall,4.0
browsingexcellent,4.0
browsingnow,4.0
browsings,5.0
browswer,5.0
bruce,3.5
bruised,2.5
bruises,5.0
bruising,4.0
brush,3.727272727272727
brushed,3.375
brushing,2.0
brutal,5.0
brutally,5.0
brute,5.0
bruwnswick,5.0
bs,4.0
bstrds,2.0
bt,3.9344978165938866
bt1101,3.0
bt12,3.0
bt125,5.0
bt135,5.0
bt1721a,5.0
bt1722a,5.0
bt20,3.0
bt200,5.0
bt2020,5.0
bt2020heres,5.0
bt205,2.0
bt21g,4.0
bt22,5.0
bt250,3.3529411764705883
bt250and,2.0
bt250v,3.3076923076923075
bt250vheres,4.0
bt250vsound,5.0
bt3030,4.666666666666667
bt30303,5.0
bt3030even,5.0
bt350,3.5714285714285716
bt350v,1.0
bt4010,1.0
bt500,3.5
bt500v,2.0
bt5010,3.5
bt5020,3.8666666666666667
bt5020jabra,5.0
bt51,5.0
bt530,4.0
bt60,4.0
bt620,2.5
bt620s,3.7142857142857144
bt650s,1.0
bt800,5.0
bt8010,4.4
bt8010first,5.0
bt8030,4.0
bt8040,3.7333333333333334
bt8040s,2.0
bta,5.0
btch34,5.0
btgood,4.0
btive,5.0
bto,2.0
btstack,4.0
btthis,5.0
btu,3.0
btw,4.0
btwjust,5.0
bu,5.0
bubble,3.676470588235294
bubble34,3.0
bubbled,1.5
bubblefree,4.0
bubbles,3.8
bubblesbargaincell,5.0
bubblesi,4.0
bubblesit,2.0
bubblesmy,3.0
bubblespockets,3.0
bubblewater,5.0
bubbling,2.5
buch,5.0
buck,4.444444444444445
bucked,5.0
bucket,3.5
bucketi,4.0
buckled,5.0
bucks,3.9904761904761905
bucks3,3.0
bucks5,4.0
bud,3.7971014492753623
buddies,4.5
buddy,3.8333333333333335
buddys,4.333333333333333
budge,4.5
budged,4.0
budget,4.214285714285714
budgeti,4.0
buds,4.114035087719298
buds8217,5.0
buds8221,5.0
budsmy,4.0
budsrecommended,4.0
buen,5.0
buena,5.0
buenaademas,5.0
bueno,5.0
buetooth,4.0
buff,5.0
buffer,5.0
buffered,3.0
buffering,4.0
bug,3.6666666666666665
bugdroid,3.0
bugged,3.0
buggers,5.0
bugginess,5.0
bugging,3.3333333333333335
buggy,3.2941176470588234
buggyappearing,5.0
buggyotherbattery,5.0
bugs,3.5416666666666665
bugyness,5.0
buick,3.0
build,3.9767441860465116
builder,5.0
buildfeatures,2.0
buildin,4.5
building,4.423076923076923
buildings,2.6
buildingsclear,4.0
buildoverall,4.0
buildquality,3.0
buildreasonable,5.0
builds,4.75
built,4.28310502283105
builtand,5.0
builtconsmain,3.0
builtin,4.313253012048193
builtini,5.0
builtit,5.0
builtmore,4.0
builtthe,5.0
bulb,4.25
bulbous,5.0
bulbs,5.0
bulge,4.0
bulges,3.0
bulgethe,5.0
bulging,5.0
bulit,4.0
bulk,4.276923076923077
bulk3,3.0
bulkat,3.0
bulkbut,4.0
bulked,4.5
bulkhaving,5.0
bulki,5.0
bulkier,4.076923076923077
bulkiest,3.0
bulkiness,3.6666666666666665
bulking,5.0
bulknot,5.0
bulkpadding,5.0
bulkthe,4.0
bulky,4.130232558139535
bulky3,5.0
bulkyalso,4.0
bulkycouldnt,4.0
bulkyeditjust,3.0
bulkyhard,4.0
bulkylooking,5.0
bulkyness,5.0
bulkyso,5.0
bullet,3.5714285714285716
bulletproof,5.0
bullets,3.0
bullseye,5.0
bumblebee,5.0
bummed,3.5
bummer,3.75
bummercomments,4.0
bummerits,4.0
bump,2.9642857142857144
bumpbang,5.0
bumped,3.5
bumper,4.088235294117647
bumperno,5.0
bumpers,5.0
bumperthe,5.0
bumping,4.666666666666667
bumps,4.3
bumpsetcalso,5.0
bumpy,3.3333333333333335
bunch,4.130434782608695
bunched,5.0
bundle,4.5
bundle1a,3.0
bundled,4.214285714285714
bundleplantronics,5.0
bundles,4.75
bundling,5.0
bungie,4.0
bunn,5.0
bunny,4.0
bunnyno,5.0
burden,1.0
burdened,2.0
burdensomeinconvenient,5.0
bureau,3.0
burgeoning,5.0
burger,3.0
burgers,5.0
burgundy,4.0
buried,2.8
burn,2.75
burned,3.1666666666666665
burner,5.0
burnersure,5.0
burning,2.3333333333333335
burns,4.0
burnt,2.5
burps,4.0
burrs,5.0
burst,4.25
burton,2.0
bury,5.0
bus,3.0
buses,5.0
bushes,5.0
busines,5.0
business,4.157534246575342
business4,5.0
businesscaveats,5.0
businesscentric,4.0
businessedit,5.0
businesses,3.0
businessfrom,1.0
businesslevel,3.0
businesslike,5.0
businessman,5.0
businessmen,4.0
businessminded,4.0
businessnew,4.0
businesspersonalgeneralvipsbring,5.0
businesspower,1.0
businessthis,5.0
bust,2.5
busted,2.5
busy,4.136363636363637
busyeven,3.0
but,3.832954089144693
but1,3.5
butch,5.0
butcrappy,4.0
butit,3.0
butmy,1.0
buton,4.0
butt,4.142857142857143
butter,4.75
butterfingers,5.0
butthe,4.0
butthis,4.0
buttocksi,2.0
button,3.8987951807228916
button5,5.0
button9,4.0
buttonbattery,5.0
buttondespite,4.0
buttone,5.0
buttonearpiece,2.0
buttoni,4.0
buttonif,3.0
buttonin,5.0
buttonindicator,4.0
buttonive,3.0
buttonled,4.0
buttonletting,5.0
buttonnot,4.0
buttonokay,4.0
buttonon,5.0
buttonone,5.0
buttonphotosyou,5.0
buttons,3.9642147117296225
buttons2,4.0
buttonsafter,5.0
buttonsas,4.0
buttonsaverage,4.0
buttonsbuttons,2.0
buttonsfinish,5.0
buttonsgreat,5.0
buttonsi,3.0
buttonsliterally,5.0
buttonsother,4.0
buttonsound,4.0
buttonspairs,3.0
buttonssensors,5.0
buttonsswitches,4.0
buttonsthe,4.5
buttonsway,4.0
buttonswhich,5.0
buttonsworld,5.0
buttonthe,4.0
buttonthere,1.0
buttonuse,3.0
buttonwhats,1.0
butttt,3.0
bux,2.0
buy,3.8053866203301476
buy1,3.0
buyd,1.0
buyer,3.176470588235294
buyers,4.4
buyers8217,5.0
buyersanother,3.0
buyersthis,4.0
buyhere,5.0
buyi,3.5
buyin,4.0
buying,3.8561872909698995
buyingbut,5.0
buyingi,5.0
buyingmuhammad,5.0
buyit,5.0
buyits,3.0
buymotorola,3.0
buys,2.3333333333333335
buyshipping,4.0
buyupdate,1.0
buyuse,5.0
buywill,3.0
buzz,3.6666666666666665
buzzed,1.0
buzzer,5.0
buzzes,4.0
buzzing,3.888888888888889
buzzy,3.5
bvrpavanquest,4.0
bvrpavanquestthe,4.0
bw,4.0
by,3.971408148677627
by1,5.0
bye,5.0
byers,5.0
bylist,4.0
byname,4.0
bypass,3.5
bypasses,5.0
bypassing,5.0
byt,5.0
bytes,4.0
byupdate,3.0
bz60,5.0
c,2.75
c100,5.0
c120,5.0
c139,5.0
c1391st,1.0
c150,3.0
c200,2.0
c250,3.1666666666666665
c3,5.0
c301,5.0
c500,4.0
c740,5.0
ca,3.933333333333333
ca100,1.5
ca101,5.0
ca101d,1.0
ca52,5.0
